省,市,日期,星期,最高温度,最低温度,天气,风向风力
北京,怀柔,2017-10-09, 星期一 ,15℃,8℃,中雨,东北风 2级
北京,怀柔,2017-10-10, 星期二 ,11℃,5℃,小雨,东北风 2级
北京,怀柔,2017-10-11, 星期三 ,15℃,5℃,多云,东北风 2级
北京,怀柔,2017-10-12, 星期四 ,13℃,5℃,小雨,西北风 2级
北京,怀柔,2017-10-13, 星期五 ,17℃,7℃,晴,西北风 1级
北京,怀柔,2017-10-14, 星期六 ,13℃,7℃,阴,西北风 2级
北京,怀柔,2017-10-15, 星期日 ,17℃,6℃,多云,西风 1级
北京,怀柔,2017-10-16, 星期一 ,18℃,6℃,晴,西北风 2级
北京,怀柔,2017-10-17, 星期二 ,16℃,10℃,阴,西北风 1级
北京,怀柔,2017-10-18, 星期三 ,15℃,8℃,小雨,东南风 1级
北京,怀柔,2017-10-19, 星期四 ,18℃,8℃,多云,西北风 2级
北京,怀柔,2017-10-20, 星期五 ,20℃,10℃,晴,西北风 1级
北京,怀柔,2017-10-21, 星期六 ,18℃,9℃,阴,西南风 1级
北京,怀柔,2017-10-22, 星期日 ,13℃,6℃,阴,北风 1级
北京,怀柔,2017-10-23, 星期一 ,16℃,4℃,晴,西北风 2级
北京,怀柔,2017-10-24, 星期二 ,18℃,7℃,晴,北风 1级
北京,怀柔,2017-10-25, 星期三 ,15℃,9℃,阴,北风 微风
北京,怀柔,2017-10-26, 星期四 ,6℃,0℃,多云,北风 小于3级
北京,怀柔,2017-10-27, 星期五 ,9℃,0℃,雾,北风 小于3级
北京,怀柔,2017-10-28, 星期六 ,3℃,0℃,晴,北风 4～5级
北京,怀柔,2017-10-29, 星期日 ,0℃,0℃,晴,西北风 小于3级
北京,怀柔,2017-10-30, 星期一 ,14℃,0℃,晴,西北风 1级
北京,怀柔,2017-10-31, 星期二 ,16℃,2℃,多云,西北风 1级
北京,怀柔,2017-11-01, 星期三 ,16℃,4℃,晴,北风 微风
北京,怀柔,2017-11-02, 星期四 ,17℃,1℃,晴,东北风 2级
北京,怀柔,2017-11-03, 星期五 ,13℃,-1℃,晴,东北风 1级
北京,怀柔,2017-11-04, 星期六 ,14℃,1℃,晴,西北风 1级
北京,怀柔,2017-11-05, 星期日 ,15℃,3℃,晴,西北风 1级
北京,怀柔,2017-11-06, 星期一 ,15℃,3℃,多云,西北风 1级
北京,怀柔,2017-11-07, 星期二 ,18℃,3℃,晴,东北风 2级
北京,怀柔,2017-11-08, 星期三 ,15℃,3℃,晴,东风 2级
北京,怀柔,2017-11-09, 星期四 ,14℃,2℃,阴,北风 1级
北京,怀柔,2017-11-10, 星期五 ,11℃,0℃,晴,西北风 3级
北京,怀柔,2017-11-11, 星期六 ,7℃,0℃,晴,东南风 2级
北京,怀柔,2017-11-12, 星期日 ,11℃,-2℃,晴,东南风 1级
北京,怀柔,2017-11-13, 星期一 ,11℃,-1℃,晴,西北风 3级
北京,怀柔,2017-11-14, 星期二 ,8℃,-3℃,晴,西北风 2级
北京,怀柔,2017-11-15, 星期三 ,7℃,-5℃,晴,北风 2级
北京,怀柔,2017-11-16, 星期四 ,6℃,-5℃,晴,东南风 1级
北京,怀柔,2017-11-17, 星期五 ,5℃,-3℃,晴,北风 3级
北京,怀柔,2017-11-18, 星期六 ,3℃,-5℃,晴,西风 2级
北京,怀柔,2017-11-19, 星期日 ,5℃,-8℃,晴,东风 2级
北京,怀柔,2017-11-20, 星期一 ,9℃,-7℃,晴,西北风 2级
北京,怀柔,2017-11-21, 星期二 ,7℃,-6℃,晴,西风 2级
北京,怀柔,2017-11-22, 星期三 ,7℃,-4℃,晴,西北风 2级
北京,怀柔,2017-11-23, 星期四 ,7℃,-7℃,晴,西风 3级
北京,怀柔,2017-11-24, 星期五 ,6℃,-6℃,多云,西南风 2级
北京,怀柔,2017-11-25, 星期六 ,7℃,-4℃,晴,东北风 1级
北京,怀柔,2017-11-26, 星期日 ,3℃,-5℃,晴,北风 2级
北京,怀柔,2017-11-27, 星期一 ,7℃,-6℃,多云,东风 2级
北京,怀柔,2017-11-28, 星期二 ,6℃,-5℃,晴,西北风 3级
北京,怀柔,2017-11-29, 星期三 ,-1℃,-8℃,晴,北风 1级
北京,怀柔,2017-11-30, 星期四 ,3℃,-8℃,晴,西北风 2级
北京,怀柔,2017-12-01, 星期五 ,5℃,-6℃,晴,南风 1级
北京,怀柔,2017-12-02, 星期六 ,6℃,-8℃,霾,东风 1级
北京,怀柔,2017-12-03, 星期日 ,5℃,-5℃,晴,北风 2级
北京,怀柔,2017-12-04, 星期一 ,3℃,-8℃,晴,西北风 2级
北京,怀柔,2017-12-05, 星期二 ,6℃,-9℃,多云,西风 2级
北京,怀柔,2017-12-06, 星期三 ,8℃,-4℃,晴,西北风 2级
北京,怀柔,2017-12-07, 星期四 ,4℃,-8℃,晴,西北风 2级
北京,怀柔,2017-12-08, 星期五 ,5℃,-7℃,晴,西风 2级
北京,怀柔,2017-12-09, 星期六 ,6℃,-7℃,多云,西北风 2级
北京,怀柔,2017-12-10, 星期日 ,3℃,-6℃,晴,西北风 3级
北京,怀柔,2017-12-11, 星期一 ,1℃,-7℃,晴,北风 2级
北京,怀柔,2017-12-12, 星期二 ,-3℃,-11℃,多云,东风 2级
北京,怀柔,2017-12-13, 星期三 ,0℃,-10℃,晴,东南风 1级
北京,怀柔,2017-12-14, 星期四 ,-1℃,-8℃,晴,南风 1级
北京,怀柔,2017-12-15, 星期五 ,2℃,-7℃,晴,西北风 2级
北京,怀柔,2017-12-16, 星期六 ,-1℃,-9℃,晴,西北风 3级
北京,怀柔,2017-12-17, 星期日 ,4℃,-10℃,晴,西风 2级
北京,怀柔,2017-12-18, 星期一 ,5℃,-10℃,晴,西北风 2级
北京,怀柔,2017-12-19, 星期二 ,0℃,-9℃,晴,西南风 2级
北京,怀柔,2017-12-20, 星期三 ,7℃,-8℃,晴,西北风 2级
北京,怀柔,2017-12-21, 星期四 ,8℃,-7℃,晴,北风 1级
北京,怀柔,2017-12-22, 星期五 ,10℃,-9℃,晴,北风 2级
北京,怀柔,2017-12-23, 星期六 ,5℃,-8℃,阴,北风 1级
北京,怀柔,2017-12-24, 星期日 ,5℃,-5℃,晴,西北风 3级
北京,怀柔,2017-12-25, 星期一 ,4℃,-9℃,晴,东风 2级
北京,怀柔,2017-12-26, 星期二 ,2℃,-8℃,晴,东北风 2级
北京,怀柔,2017-12-27, 星期三 ,1℃,-8℃,晴,东风 1级
北京,怀柔,2017-12-28, 星期四 ,0℃,-9℃,晴,北风 2级
北京,怀柔,2017-12-29, 星期五 ,1℃,-8℃,霾,西南风 1级
北京,怀柔,2017-12-30, 星期六 ,4℃,-7℃,晴,西北风 2级
北京,怀柔,2017-12-31, 星期日 ,5℃,-8℃,晴,西风 1级
北京,通州,2017-01-01, 星期日 ,3℃,-4℃,雾,西南风 1级
北京,通州,2017-01-02, 星期一 ,5℃,-7℃,霾,南风 1级
北京,通州,2017-01-03, 星期二 ,3℃,-7℃,霾,南风 1级
北京,通州,2017-01-04, 星期三 ,4℃,-7℃,霾,东风 2级
北京,通州,2017-01-05, 星期四 ,2℃,-4℃,小雪,东风 1级
北京,通州,2017-01-06, 星期五 ,4℃,-3℃,霾,南风 2级
北京,通州,2017-01-07, 星期六 ,3℃,-3℃,小雪,东风 1级
北京,通州,2017-01-08, 星期日 ,5℃,-5℃,晴,西北风 3级
北京,通州,2017-01-09, 星期一 ,4℃,-5℃,晴,西南风 2级
北京,通州,2017-01-10, 星期二 ,3℃,-7℃,晴,西风 1级
北京,通州,2017-01-11, 星期三 ,5℃,-5℃,晴,西南风 1级
北京,通州,2017-01-12, 星期四 ,5℃,-6℃,晴,西风 2级
北京,通州,2017-01-13, 星期五 ,4℃,-5℃,晴,西北风 3级
北京,通州,2017-01-14, 星期六 ,3℃,-7℃,晴,东南风 2级
北京,通州,2017-01-15, 星期日 ,0℃,-6℃,多云,东北风 2级
北京,通州,2017-01-16, 星期一 ,1℃,-5℃,小雪,东风 1级
北京,通州,2017-01-17, 星期二 ,3℃,-5℃,霾,西南风 1级
北京,通州,2017-01-18, 星期三 ,2℃,-5℃,多云,东风 1级
北京,通州,2017-01-19, 星期四 ,0℃,-8℃,晴,西北风 5级
北京,通州,2017-01-20, 星期五 ,0℃,-10℃,晴,南风 1级
北京,通州,2017-01-21, 星期六 ,-1℃,-11℃,晴,北风 3级
北京,通州,2017-01-22, 星期日 ,0℃,-9℃,晴,东北风 1级
北京,通州,2017-01-23, 星期一 ,0℃,-8℃,晴,北风 1级
北京,通州,2017-01-24, 星期二 ,2℃,-7℃,晴,东风 2级
北京,通州,2017-01-25, 星期三 ,3℃,-5℃,晴,东南风 1级
北京,通州,2017-01-26, 星期四 ,7℃,-7℃,晴,西北风 3级
北京,通州,2017-01-27, 星期五 ,6℃,-6℃,晴,东南风 1级
北京,通州,2017-01-28, 星期六 ,4℃,-4℃,多云,北风 1级
北京,通州,2017-01-29, 星期日 ,0℃,-9℃,多云,北风 3级
北京,通州,2017-01-30, 星期一 ,1℃,-6℃,晴,南风 2级
北京,通州,2017-01-31, 星期二 ,5℃,-5℃,晴,西风 1级
北京,通州,2017-02-01, 星期三 ,4℃,-9℃,晴,西南风 2级
北京,通州,2017-02-02, 星期四 ,5℃,-7℃,晴,北风 微风
北京,通州,2017-02-03, 星期五 ,7℃,-3℃,多云,东风 1级
北京,通州,2017-02-04, 星期六 ,7℃,-2℃,多云,西风 2级
北京,通州,2017-02-05, 星期日 ,8℃,-5℃,晴,北风 2级
北京,通州,2017-02-06, 星期一 ,5℃,-6℃,多云,西南风 1级
北京,通州,2017-02-07, 星期二 ,2℃,-6℃,小雪,东北风 1级
北京,通州,2017-02-08, 星期三 ,3℃,-8℃,晴,西北风 3级
北京,通州,2017-02-09, 星期四 ,3℃,-5℃,晴,西北风 4级
北京,通州,2017-02-10, 星期五 ,4℃,-7℃,晴,西北风 3级
北京,通州,2017-02-11, 星期六 ,7℃,-6℃,晴,东风 1级
北京,通州,2017-02-12, 星期日 ,10℃,-4℃,晴,东风 2级
北京,通州,2017-02-13, 星期一 ,10℃,-6℃,晴,东南风 2级
北京,通州,2017-02-14, 星期二 ,8℃,-4℃,晴,北风 2级
北京,通州,2017-02-15, 星期三 ,8℃,1℃,多云,东北风 1级
北京,通州,2017-02-16, 星期四 ,11℃,-4℃,多云,北风 3级
北京,通州,2017-02-17, 星期五 ,5℃,-5℃,晴,西南风 2级
北京,通州,2017-02-18, 星期六 ,8℃,-2℃,晴,东南风 2级
北京,通州,2017-02-19, 星期日 ,15℃,-2℃,多云,西北风 3级
北京,通州,2017-02-20, 星期一 ,6℃,-3℃,多云,东南风 1级
北京,通州,2017-02-21, 星期二 ,1℃,-4℃,小雪,东南风 2级
北京,通州,2017-02-22, 星期三 ,4℃,-4℃,晴,西北风 4级
北京,通州,2017-02-23, 星期四 ,8℃,-5℃,晴,西南风 2级
北京,通州,2017-02-24, 星期五 ,11℃,-3℃,晴,西北风 2级
北京,通州,2017-02-25, 星期六 ,13℃,-1℃,多云,西北风 2级
北京,通州,2017-02-26, 星期日 ,12℃,-4℃,晴,南风 2级
北京,通州,2017-02-27, 星期一 ,14℃,1℃,晴,西南风 1级
北京,通州,2017-02-28, 星期二 ,15℃,1℃,多云,西风 2级
北京,通州,2017-03-01, 星期三 ,7℃,-4℃,晴,西北风 4级
北京,通州,2017-03-02, 星期四 ,13℃,-2℃,晴,南风 2级
北京,通州,2017-03-03, 星期五 ,13℃,-3℃,晴,东风 3级
北京,通州,2017-03-05, 星期日 ,11℃,-3℃,晴,北风 2级
北京,通州,2017-03-06, 星期一 ,10℃,-4℃,多云,北风 3级
北京,通州,2017-03-07, 星期二 ,9℃,0℃,晴,西北风 5级
北京,通州,2017-03-08, 星期三 ,13℃,1℃,晴,西北风 2级
北京,通州,2017-03-09, 星期四 ,15℃,1℃,晴,西风 2级
北京,通州,2017-03-10, 星期五 ,17℃,2℃,多云,西南风 2级
北京,通州,2017-03-11, 星期六 ,19℃,6℃,阴,西北风 3级
北京,通州,2017-03-12, 星期日 ,13℃,1℃,晴,北风 2级
北京,通州,2017-03-13, 星期一 ,14℃,1℃,晴,西南风 2级
北京,通州,2017-03-14, 星期二 ,15℃,1℃,晴,北风 1级
北京,通州,2017-03-15, 星期三 ,15℃,3℃,多云,西南风 2级
北京,通州,2017-03-16, 星期四 ,17℃,6℃,多云,南风 2级
北京,通州,2017-03-17, 星期五 ,17℃,4℃,阴,南风 1级
北京,通州,2017-03-18, 星期六 ,19℃,4℃,晴,东南风 2级
北京,通州,2017-03-19, 星期日 ,17℃,7℃,多云,东南风 3级
北京,通州,2017-03-20, 星期一 ,12℃,5℃,小雨,东风 2级
北京,通州,2017-03-21, 星期二 ,15℃,3℃,多云,西南风 2级
北京,通州,2017-03-22, 星期三 ,15℃,5℃,阴,东风 2级
北京,通州,2017-03-23, 星期四 ,11℃,2℃,小雨,北风 2级
北京,通州,2017-03-24, 星期五 ,4℃,0℃,雨夹雪,北风 3级
北京,通州,2017-03-25, 星期六 ,13℃,4℃,多云,南风 3级
北京,通州,2017-03-26, 星期日 ,15℃,3℃,多云,西风 3级
北京,通州,2017-03-27, 星期一 ,14℃,5℃,晴,南风 2级
北京,通州,2017-03-28, 星期二 ,16℃,3℃,晴,南风 3级
北京,通州,2017-03-29, 星期三 ,20℃,7℃,晴,南风 2级
北京,通州,2017-03-30, 星期四 ,15℃,4℃,多云,南风 2级
北京,通州,2017-03-31, 星期五 ,17℃,5℃,晴,西南风 3级
北京,通州,2017-04-01, 星期六 ,21℃,4℃,晴,南风 4级
北京,通州,2017-04-02, 星期日 ,23℃,4℃,晴,南风 1级
北京,通州,2017-04-03, 星期一 ,25℃,11℃,多云,南风 3级
北京,通州,2017-04-04, 星期二 ,21℃,11℃,小雨,南风 3级
北京,通州,2017-04-05, 星期三 ,19℃,8℃,多云,东南风 4级
北京,通州,2017-04-06, 星期四 ,23℃,10℃,多云,东南风 3级
北京,通州,2017-04-07, 星期五 ,19℃,13℃,阴,东北风 3级
北京,通州,2017-04-08, 星期六 ,18℃,7℃,阴,南风 4级
北京,通州,2017-04-09, 星期日 ,19℃,6℃,多云,西南风 2级
北京,通州,2017-04-10, 星期一 ,19℃,9℃,多云,西南风 4级
北京,通州,2017-04-11, 星期二 ,21℃,6℃,晴,西北风 3级
北京,通州,2017-04-12, 星期三 ,25℃,8℃,晴,东风 6级
北京,通州,2017-04-13, 星期四 ,21℃,7℃,阴,东南风 2级
北京,通州,2017-04-14, 星期五 ,26℃,9℃,多云,西南风 3级
北京,通州,2017-04-15, 星期六 ,13℃,0℃,多云,南风 小于3级
北京,通州,2017-04-16, 星期日 ,26℃,12℃,阴,东风 2级
北京,通州,2017-04-17, 星期一 ,27℃,11℃,多云,西风 3级
北京,通州,2017-04-18, 星期二 ,23℃,9℃,晴,北风 2级
北京,通州,2017-04-19, 星期三 ,17℃,10℃,阴,东风 1级
北京,通州,2017-04-20, 星期四 ,23℃,9℃,多云,西北风 4级
北京,通州,2017-04-21, 星期五 ,22℃,8℃,晴,南风 2级
北京,通州,2017-04-22, 星期六 ,27℃,13℃,晴,西南风 6级
北京,通州,2017-04-23, 星期日 ,24℃,10℃,晴,南风 4级
北京,通州,2017-04-24, 星期一 ,24℃,10℃,晴,西北风 6级
北京,通州,2017-04-25, 星期二 ,19℃,6℃,多云,东南风 1级
北京,通州,2017-04-26, 星期三 ,24℃,10℃,晴,北风 4级
北京,通州,2017-04-27, 星期四 ,28℃,12℃,晴,西北风 4级
北京,通州,2017-04-28, 星期五 ,30℃,14℃,晴,西南风 4级
北京,通州,2017-04-29, 星期六 ,34℃,17℃,晴,西风 4级
北京,通州,2017-04-30, 星期日 ,29℃,12℃,晴,南风 4级
北京,通州,2017-05-01, 星期一 ,28℃,14℃,晴,东南风 4级
北京,通州,2017-05-02, 星期二 ,30℃,17℃,多云,东南风 3级
北京,通州,2017-05-03, 星期三 ,28℃,15℃,阴,南风 5级
北京,通州,2017-05-04, 星期四 ,26℃,13℃,浮尘,东南风 2级
北京,通州,2017-05-05, 星期五 ,21℃,10℃,晴,西南风 2级
北京,通州,2017-05-06, 星期六 ,28℃,10℃,晴,西南风 4级
北京,通州,2017-05-07, 星期日 ,30℃,14℃,晴,南风 4级
北京,通州,2017-05-08, 星期一 ,30℃,15℃,多云,西南风 2级
北京,通州,2017-05-09, 星期二 ,29℃,14℃,多云,东南风 5级
北京,通州,2017-05-10, 星期三 ,30℃,13℃,晴,西南风 4级
北京,通州,2017-05-11, 星期四 ,30℃,12℃,晴,北风 7级
北京,通州,2017-05-12, 星期五 ,29℃,13℃,多云,西北风 4级
北京,通州,2017-05-13, 星期六 ,27℃,14℃,晴,西北风 3级
北京,通州,2017-05-14, 星期日 ,27℃,13℃,多云,南风 3级
北京,通州,2017-05-15, 星期一 ,28℃,14℃,晴,南风 4级
北京,通州,2017-05-16, 星期二 ,32℃,16℃,多云,南风 2级
北京,通州,2017-05-17, 星期三 ,34℃,18℃,晴,东南风 3级
北京,通州,2017-05-18, 星期四 ,35℃,20℃,晴,南风 2级
北京,通州,2017-05-19, 星期五 ,35℃,21℃,多云,南风 5级
北京,通州,2017-05-20, 星期六 ,35℃,19℃,多云,东南风 4级
北京,通州,2017-05-21, 星期日 ,31℃,17℃,多云,东南风 4级
北京,通州,2017-05-22, 星期一 ,17℃,11℃,小到中雨,西北风 2级
北京,通州,2017-05-23, 星期二 ,27℃,13℃,晴,南风 3级
北京,通州,2017-05-24, 星期三 ,33℃,16℃,多云,西南风 4级
北京,通州,2017-05-25, 星期四 ,29℃,15℃,晴,南风 5级
北京,通州,2017-05-26, 星期五 ,30℃,16℃,晴,东南风 2级
北京,通州,2017-05-27, 星期六 ,34℃,20℃,晴,东南风 3级
北京,通州,2017-05-28, 星期日 ,36℃,21℃,多云,东南风 4级
北京,通州,2017-05-29, 星期一 ,27℃,17℃,阵雨,东风 2级
北京,通州,2017-05-30, 星期二 ,24℃,15℃,阵雨,东南风 2级
北京,通州,2017-05-31, 星期三 ,33℃,16℃,阴,西风 2级
北京,通州,2017-06-01, 星期四 ,31℃,17℃,晴,南风 5级
北京,通州,2017-06-02, 星期五 ,24℃,12℃,阴,东南风 4级
北京,通州,2017-06-03, 星期六 ,28℃,15℃,晴,西南风 2级
北京,通州,2017-06-04, 星期日 ,31℃,18℃,晴,南风 2级
北京,通州,2017-06-05, 星期一 ,30℃,15℃,多云,南风 3级
北京,通州,2017-06-06, 星期二 ,20℃,12℃,小雨,东南风 2级
北京,通州,2017-06-07, 星期三 ,31℃,17℃,晴,南风 2级
北京,通州,2017-06-08, 星期四 ,34℃,20℃,多云,西北风 2级
北京,通州,2017-06-09, 星期五 ,37℃,20℃,晴,东风 4级
北京,通州,2017-06-10, 星期六 ,30℃,16℃,多云,南风 4级
北京,通州,2017-06-11, 星期日 ,31℃,16℃,阴,北风 微风
北京,通州,2017-06-12, 星期一 ,27℃,17℃,阵雨,东风 5级
北京,通州,2017-06-13, 星期二 ,28℃,16℃,雷阵雨,西南风 2级
北京,通州,2017-06-14, 星期三 ,36℃,20℃,晴,西南风 3级
北京,通州,2017-06-15, 星期四 ,38℃,22℃,晴,南风 3级
北京,通州,2017-06-16, 星期五 ,37℃,23℃,多云,西南风 5级
北京,通州,2017-06-17, 星期六 ,34℃,24℃,雷阵雨,南风 3级
北京,通州,2017-06-18, 星期日 ,35℃,21℃,阴,东风 3级
北京,通州,2017-06-19, 星期一 ,33℃,20℃,雷阵雨,南风 4级
北京,通州,2017-06-20, 星期二 ,35℃,20℃,多云,南风 3级
北京,通州,2017-06-21, 星期三 ,33℃,21℃,雷阵雨,东南风 3级
北京,通州,2017-06-22, 星期四 ,23℃,19℃,中到大雨,东风 5级
北京,通州,2017-06-23, 星期五 ,23℃,18℃,小到中雨,北风 4级
北京,通州,2017-06-24, 星期六 ,26℃,18℃,多云,东南风 2级
北京,通州,2017-06-25, 星期日 ,31℃,19℃,多云,北风 3级
北京,通州,2017-06-26, 星期一 ,33℃,20℃,多云,西南风 3级
北京,通州,2017-06-27, 星期二 ,34℃,21℃,多云,南风 3级
北京,通州,2017-06-28, 星期三 ,35℃,23℃,多云,东南风 2级
北京,通州,2017-06-29, 星期四 ,35℃,23℃,雷阵雨,南风 2级
北京,通州,2017-06-30, 星期五 ,35℃,24℃,多云,南风 2级
北京,通州,2017-07-01, 星期六 ,36℃,24℃,多云,东南风 2级
北京,通州,2017-07-02, 星期日 ,35℃,24℃,多云,东南风 3级
北京,通州,2017-07-03, 星期一 ,35℃,23℃,多云,东南风 2级
北京,通州,2017-07-04, 星期二 ,27℃,23℃,雷阵雨,东风 1级
北京,通州,2017-07-05, 星期三 ,31℃,23℃,多云,东南风 2级
北京,通州,2017-07-06, 星期四 ,27℃,23℃,小雨,东北风 2级
北京,通州,2017-07-07, 星期五 ,33℃,22℃,晴,东南风 2级
北京,通州,2017-07-08, 星期六 ,34℃,22℃,多云,北风 1级
北京,通州,2017-07-09, 星期日 ,35℃,23℃,多云,东风 1级
北京,通州,2017-07-10, 星期一 ,36℃,23℃,晴,南风 2级
北京,通州,2017-07-11, 星期二 ,36℃,26℃,多云,西北风 1级
北京,通州,2017-07-12, 星期三 ,36℃,27℃,多云,东风 1级
北京,通州,2017-07-13, 星期四 ,36℃,24℃,多云,东北风 2级
北京,通州,2017-07-14, 星期五 ,35℃,24℃,中雨,东北风 2级
北京,通州,2017-07-15, 星期六 ,32℃,24℃,阵雨,北风 微风
北京,通州,2017-07-16, 星期日 ,34℃,24℃,晴,东南风 1级
北京,通州,2017-07-17, 星期一 ,33℃,24℃,多云,东风 2级
北京,通州,2017-07-18, 星期二 ,31℃,25℃,阵雨,南风 微风
北京,通州,2017-07-19, 星期三 ,32℃,25℃,阴,东南风 2级
北京,通州,2017-07-20, 星期四 ,33℃,23℃,雷阵雨,东风 1级
北京,通州,2017-07-21, 星期五 ,23℃,22℃,阵雨,东南风 1级
北京,通州,2017-07-22, 星期六 ,28℃,23℃,阴,西北风 1级
北京,通州,2017-07-23, 星期日 ,27℃,23℃,雷阵雨,东南风 1级
北京,通州,2017-07-24, 星期一 ,29℃,22℃,阴,北风 2级
北京,通州,2017-07-25, 星期二 ,31℃,21℃,阴,南风 2级
北京,通州,2017-07-26, 星期三 ,23℃,19℃,小到中雨,北风 微风
北京,通州,2017-07-27, 星期四 ,30℃,22℃,多云,西风 1级
北京,通州,2017-07-28, 星期五 ,30℃,21℃,多云,北风 微风
北京,通州,2017-07-29, 星期六 ,31℃,21℃,多云,西南风 1级
北京,通州,2017-07-30, 星期日 ,30℃,20℃,多云,南风 2级
北京,通州,2017-07-31, 星期一 ,31℃,22℃,晴,东南风 2级
北京,通州,2017-08-01, 星期二 ,31℃,24℃,阵雨,东南风 3级
北京,通州,2017-08-02, 星期三 ,29℃,24℃,阵雨,东北风 1级
北京,通州,2017-08-03, 星期四 ,35℃,24℃,晴,南风 3级
北京,通州,2017-08-04, 星期五 ,36℃,24℃,晴,东风 1级
北京,通州,2017-08-05, 星期六 ,32℃,22℃,雷阵雨,东风 2级
北京,通州,2017-08-06, 星期日 ,33℃,23℃,多云,西南风 1级
北京,通州,2017-08-07, 星期一 ,36℃,23℃,多云,南风 1级
北京,通州,2017-08-08, 星期二 ,33℃,22℃,多云,西南风 1级
北京,通州,2017-08-09, 星期三 ,30℃,22℃,雷阵雨,东风 2级
北京,通州,2017-08-10, 星期四 ,33℃,23℃,多云,东南风 2级
北京,通州,2017-08-11, 星期五 ,30℃,22℃,雷阵雨,东风 3级
北京,通州,2017-08-12, 星期六 ,29℃,22℃,小到中雨,东北风 1级
北京,通州,2017-08-13, 星期日 ,28℃,22℃,雷阵雨,西北风 2级
北京,通州,2017-08-14, 星期一 ,30℃,22℃,阵雨,南风 2级
北京,通州,2017-08-15, 星期二 ,30℃,23℃,雷阵雨,南风 2级
北京,通州,2017-08-16, 星期三 ,30℃,23℃,雷阵雨,南风 2级
北京,通州,2017-08-17, 星期四 ,30℃,22℃,多云,东南风 1级
北京,通州,2017-08-18, 星期五 ,29℃,21℃,雷阵雨,北风 1级
北京,通州,2017-08-19, 星期六 ,29℃,21℃,阵雨,南风 2级
北京,通州,2017-08-20, 星期日 ,30℃,22℃,阴,南风 1级
北京,通州,2017-08-21, 星期一 ,32℃,23℃,多云,南风 2级
北京,通州,2017-08-22, 星期二 ,29℃,22℃,雷阵雨,东风 2级
